"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","avg_qty_for_sus","est_vol_for_sus","est_base_msf","est_sus","currency","estimated_monthly_storage_fee","category","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0BZYSC7TB","X002610L85","VIVOSUN Ventilador de Cultivo con Clip AeroWave E6 Gen2 15 cm Motor EC 12W Control Inteligente APP/WiFi 5 Velocidades+Temporizador Oscilación Automática IP54 para Tienda de Cultivo e Hidroponía Blanco","'BCN4'","ES","24.69","24.41","18.69","centimeters","1.08","kilograms","0.0113","cubic meters","Standard-Size","2.1","0.0","0.0233","2026-04","14.4","weeks","27.54","0.0","2.07","0.0233","0.641","0.0","EUR","0.641","Others","N","N","0.0","--","0.03"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4, Cámara Inteligente WiFi 2K QHD para Tienda de Cultivo y Caja de Cultivo Inteligente VGrow, Lapso de Tiempo, Visión Nocturna, Almacenamiento de Tarjetas SD, Audio Bidireccional","'BCN4'","ES","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","41.23","0.0","0.0253","2026-04","14.4","weeks","27.54","0.0","40.97","0.0253","0.6968","0.0","EUR","0.6968","Others","N","N","0.0","--","0.27"
"B0C6QK97P2","X002CUEXZ7","VIVOSUN Ventilador de Conducto 100mm AeroZesh T4 Extracción 357m³/h, Ventilador PWM Cámara Cultivo con Controlador GrowHub E42A+, Conexión APP Funcionamiento Silencioso Tiendas Cultivo e Invernaderos","'BCN4'","ES","32.29","24.6","19.8","centimeters","2.85","kilograms","0.0157","cubic meters","Standard-Size","2.0","0.0","0.0315","2026-04","14.4","weeks","27.54","0.0","2.0","0.0315","0.866","0.0","EUR","0.866","Others","N","N","0.0","--","0.0"
"B0C6QKDG53","X002CUEYA1","VIVOSUN Ventilador de Conducto 150mm AeroZesh T6 Extracción 693m³/h, Ventilador PWM Cámara Cultivo con Controlador GrowHub E42A+, Conexión APP Funcionamiento Silencioso Tiendas Cultivo e Invernaderos","'BCN4'","ES","33.5","26.5","23.0","centimeters","3.65","kilograms","0.0204","cubic meters","Standard-Size","5.57","0.0","0.1137","2026-04","14.4","weeks","27.54","0.0","5.57","0.1137","3.1293","0.0","EUR","3.1293","Others","N","N","0.0","--","0.0"
"B08M3G5TH3","X001VZST45","VIVOSUN Filtro de Carbón Activo 100mm Negro | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'KAR1'","ES","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","0.47","0.0","0.0064","2026-04","14.4","weeks","27.54","0.0","0.47","0.0064","0.18","0.0","EUR","0.18","Others","N","N","0.0","--","0.0"
"B01731MLFK","X001VZO4UN","VIVOSUN Filtro de Carbón Activo 150mm | Con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD4'","ES","44.5","24.0","24.0","centimeters","4.79","kilograms","0.0256","cubic meters","Standard-Size","0.03","0.0","9.0E-4","2026-04","14.4","weeks","27.54","0.0","0.03","9.0E-4","0.0236","0.0","EUR","0.0236","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Filtro de Carbón Activo 100mm | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD4'","ES","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","0.13","0.03","0.0013","2026-04","14.4","weeks","27.54","0.0","0.1","0.0013","0.0358","0.0","EUR","0.0358","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Filtro de Carbón Activo 100mm | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD4'","ES","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","0.03","0.0","4.0E-4","2026-04","14.4","weeks","27.54","0.0","0.03","4.0E-4","0.0119","0.0","EUR","0.0119","Others","N","N","0.0","--","0.0"
"B01EWH83FU","X001W1EEP1","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio Tijeras para Rosas Naranja, 1 Paquete","'MAD4'","ES","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.1","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.1","0.0","5.0E-4","0.0","EUR","5.0E-4","Others","N","N","0.0","--","0.0"
"B0BMV1W52R","X001WOUTQV","VIVOSUN Ventilador de Conducto AeroZesh T6 150mm 660 m³/h Ventilador de Extracción con Regulador de Velocidad E12, Control PWM, Programable para Tiendas de Cultivo y Ventilación Interior","'MAD4'","ES","33.0","26.0","25.0","centimeters","2.75","kilograms","0.0214","cubic meters","Standard-Size","0.4","0.33","0.0014","2026-04","14.4","weeks","27.54","0.0","0.07","0.0014","0.0394","0.0","EUR","0.0394","Others","N","N","0.0","--","0.0"
"B0CMZFSLCL","X0023L9G3T","VIVOSUN Pack de 2 Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Negro","'MAD4'","ES","16.1","14.5","13.1","centimeters","0.58","kilograms","0.0031","cubic meters","Standard-Size","0.53","0.07","0.0014","2026-04","14.4","weeks","27.54","0.0","0.47","0.0014","0.0394","0.0","EUR","0.0394","Others","N","N","0.0","--","0.0"
"B0CMZFSLCL","X0023L9G3T","VIVOSUN Pack de 2 Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Negro","'MAD4'","ES","16.1","14.5","13.1","centimeters","0.58","kilograms","0.0031","cubic meters","Standard-Size","0.13","0.0","4.0E-4","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0112","0.0","EUR","0.0112","Others","N","N","0.0","--","0.0"
"B09SZ9VS93","X00247HY3B","VIVOSUN Alfombra Calefaccional para Plantulas 25x52cm con Controlador de Temperatura Integrado, Manta Termica Planta Impermeable Certificada UL & Met para Hidroponia, Crianza y Invernaderos","'MAD4'","ES","26.7","7.2","6.9","centimeters","0.46","kilograms","0.0013","cubic meters","Standard-Size","0.13","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.07","1.0E-4","0.0049","0.0","EUR","0.0049","Others","N","N","0.0","--","0.0"
"B0BZYVVKQB","X002611E9Z","VIVOSUN Lote de 2 Ventiladores de Cultivo con Clip AeroWave E6 Gen2 15 cm Motor EC 12W Control Inteligente APP/WiFi 5 Velocidades+Temporizador Oscilación Automática IP54 para Hidroponía Negro","'MAD4'","ES","44.29","22.5","16.2","centimeters","2.02","kilograms","0.0161","cubic meters","Standard-Size","0.17","0.0","0.0027","2026-04","14.4","weeks","27.54","0.0","0.17","0.0027","0.0742","0.0","EUR","0.0742","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4, Cámara Inteligente WiFi 2K QHD para Tienda de Cultivo y Caja de Cultivo Inteligente VGrow, Lapso de Tiempo, Visión Nocturna, Almacenamiento de Tarjetas SD, Audio Bidireccional","'MAD4'","ES","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","1.8","0.53","8.0E-4","2026-04","14.4","weeks","27.54","0.0","1.27","8.0E-4","0.0216","0.0","EUR","0.0216","Others","N","N","0.0","--","0.0"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4, Cámara Inteligente WiFi 2K QHD para Tienda de Cultivo y Caja de Cultivo Inteligente VGrow, Lapso de Tiempo, Visión Nocturna, Almacenamiento de Tarjetas SD, Audio Bidireccional","'MAD4'","ES","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","0.27","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.27","2.0E-4","0.0045","0.0","EUR","0.0045","Others","N","N","0.0","--","0.0"
"B0FB8RK4X1","X002BGZ2XJ","VIVOSUN LumaLight 100 W LED de Cultivo, Lámpara de Espectro Completo Smart Regulable con Alto PPFD para Interior, Plántulas, Hortalizas y Floración","'MAD4'","ES","36.61","35.59","9.79","centimeters","2.91","kilograms","0.0128","cubic meters","Oversize","0.3","0.0","0.0038","2026-04","20.5","weeks","21.78","0.0","0.3","0.0038","0.08","0.0","EUR","0.08","Others","N","N","0.0","--","0.0"
"B0FHZV3WNM","X002CXIWAB","VIVOSUN AeroFlux Calentador Inteligente para Tienda de Campaña con Termostato, Calefacción PTC de 700W, Compacto y Portátil con VPD, Control de Aplicaciones y Protección Contra Sobrecalentamiento","'MAD4'","ES","33.0","31.1","19.4","centimeters","3.19","kilograms","0.0199","cubic meters","Standard-Size","1.0","0.47","0.0106","2026-04","14.4","weeks","27.54","0.0","0.53","0.0106","0.2929","0.0","EUR","0.2929","Others","N","N","0.0","--","0.0"
"B08M42FD1V","X001VZO71T","VIVOSUN Filtro Negro de Carbón Activo 150mm | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD6'","ES","55.1","30.2","29.2","centimeters","7.37","kilograms","0.0486","cubic meters","Oversize","0.83","0.0","0.0081","2026-04","20.5","weeks","21.78","0.0","0.17","0.0081","0.1765","0.0","EUR","0.1765","Others","N","N","0.0","--","0.67"
"B0BY7SRP8R","X001YT9DRF","VIVOSUN Kit Completo de Cultivo Inteligente 80x80x160cm Kit de Tienda Cultivo Integrado WiFi, Ventilación Automática, Luz de Cultivo LED de Espectro Completo de 150W, Controlador GrowHub E42A","'MAD6'","ES","87.99","38.0","34.98","centimeters","20.6","kilograms","0.1169","cubic meters","Oversize","0.77","0.0","0.0858","2026-04","20.5","weeks","21.78","0.0","0.73","0.0858","1.8688","0.0","EUR","1.8688","Others","N","N","0.0","--","0.03"
"B09SZ9VS93","X00247HY3B","VIVOSUN Alfombra Calefaccional para Plantulas 25x52cm con Controlador de Temperatura Integrado, Manta Termica Planta Impermeable Certificada UL & Met para Hidroponia, Crianza y Invernaderos","'MAD6'","ES","26.7","7.2","6.9","centimeters","0.46","kilograms","0.0013","cubic meters","Standard-Size","0.03","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0","0.0","EUR","0.0","Others","N","N","0.0","--","0.0"
"B0FB8RK4X1","X002BGZ2XJ","VIVOSUN LumaLight 100 W LED de Cultivo, Lámpara de Espectro Completo Smart Regulable con Alto PPFD para Interior, Plántulas, Hortalizas y Floración","'MAD6'","ES","36.61","35.59","9.79","centimeters","2.91","kilograms","0.0128","cubic meters","Oversize","0.03","0.0","4.0E-4","2026-04","20.5","weeks","21.78","0.0","0.03","4.0E-4","0.0093","0.0","EUR","0.0093","Others","N","N","0.0","--","0.0"
"B0CBPHLMKY","X002CUF513","VIVOSUN Kit de Extracción Ventilador de Conducto 100mm AeroZesh T4 Pro con GrowHub E42A+ Control VPD Temperatura Humedad, Conexión APP Filtro de Carbón Activo para Tiendas de Cultivo e Hidroponía","'MAD6'","ES","57.6","35.6","21.6","centimeters","6.84","kilograms","0.0443","cubic meters","Oversize","0.53","0.0","0.0236","2026-04","20.5","weeks","21.78","0.0","0.53","0.0236","0.5148","0.0","EUR","0.5148","Others","N","N","0.0","--","0.0"
"B0FSJ7DNWS","X002FA33A5","VIVOSUN VGrow DWC Sistema de Hidroponía 15 L, Solo para VGrow Smart Grow Box, No compatible con E42A/E42A+, No apto para carpas de cultivo, Con piedras de aireación y Rapid Rooters","'MAD6'","ES","49.0","49.0","29.01","centimeters","4.55","kilograms","0.0696","cubic meters","Oversize","0.03","0.0","0.0023","2026-04","20.5","weeks","21.78","0.0","0.03","0.0023","0.0506","0.0","EUR","0.0506","Others","N","N","0.0","--","0.0"
"B0BY2HRPWQ","X001VJOERR","VIVOSUN Tienda de Cultivo Pequeña 50x36x54cm, Cultivo Hidropónico, Tienda de Cultivo Interior de Mylar Altamente Reflectante, Fondo Sellado, Ventana de Ventilación, Puerto de Orificio para Cables","'MAD7'","ES","34.2","19.9","15.0","centimeters","1.73","kilograms","0.0102","cubic meters","Standard-Size","0.1","0.0","7.0E-4","2026-04","14.4","weeks","27.54","0.0","0.0","0.0","0.0187","0.0","EUR","0.0187","Others","N","N","0.0","--","0.03"
"B07QTHF3QK","X001VKKBMN","VIVOSUN Pulverizador a Presión Rociador De Bomba Manual De 1,5L con Boquilla De Latón Ajustable, para Riego, Cuidado De Plantas, Flores, Control De Malezas Y Tareas De Limpieza, Verde","'MAD7'","ES","34.1","16.5","15.2","centimeters","0.48","kilograms","0.0086","cubic meters","Standard-Size","12.5","0.0","0.1063","2026-04","14.4","weeks","27.54","0.0","12.43","0.1063","2.9285","0.0","EUR","2.9285","Others","N","N","0.0","--","0.07"
"B07Y81DTTJ","X001VKL6RR","VIVOSUN Pulverizador a Presión Manual de 4 litros con Válvula de Seguridad, 3 Boquillas y Manguera de 127 cm, para Cuidado Profesional de Jardín, Césped, Plantas y Control de Malezas","'MAD7'","ES","40.9","18.8","18.7","centimeters","1.17","kilograms","0.0144","cubic meters","Standard-Size","0.03","0.0","5.0E-4","2026-04","14.4","weeks","27.54","0.0","0.03","5.0E-4","0.0132","0.0","EUR","0.0132","Others","N","N","0.0","--","0.0"
"B01731MLFK","X001VZO4UN","VIVOSUN Filtro de Carbón Activo 150mm | Con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD7'","ES","44.5","24.0","24.0","centimeters","4.79","kilograms","0.0256","cubic meters","Standard-Size","17.93","0.0","0.4528","2026-04","14.4","weeks","27.54","0.0","17.67","0.4528","12.4712","0.0","EUR","12.4712","Others","N","N","0.0","--","0.27"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Filtro de Carbón Activo 100mm | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD7'","ES","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","0.57","0.0","0.0073","2026-04","14.4","weeks","27.54","0.0","0.57","0.0073","0.2024","0.0","EUR","0.2024","Others","N","N","0.0","--","0.0"
"B08M3G5TH3","X001VZST45","VIVOSUN Filtro de Carbón Activo 100mm Negro | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'MAD7'","ES","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","0.6","0.0","0.0082","2026-04","14.4","weeks","27.54","0.0","0.6","0.0082","0.2262","0.0","EUR","0.2262","Others","N","N","0.0","--","0.0"
"B01EWH83FU","X001W1EEP1","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio Tijeras para Rosas Naranja, 1 Paquete","'MAD7'","ES","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","16.87","0.0","0.0032","2026-04","14.4","weeks","27.54","0.0","16.33","0.0032","0.0893","0.0","EUR","0.0893","Others","N","N","0.0","--","0.53"
"B06Y1XVD1P","X001W1HJ2B","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio Tijeras para Rosas Azul, 1 Paquete","'MAD7'","ES","21.6","7.0","1.5","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","0.1","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.1","0.0","6.0E-4","0.0","EUR","6.0E-4","Others","N","N","0.0","--","0.0"
"B0CH7Z32KC","X001WTE3XL","VIVOSUN Prefiltro de 8 Pulgadas Para Filtro de Carbón de 8 Pulgadas, Negro, 17,72 Pulgadas de Largo","'MAD7'","ES","23.7","21.3","3.0","centimeters","0.08","kilograms","0.0015","cubic meters","Standard-Size","1.0","0.0","0.0015","2026-04","14.4","weeks","27.54","0.0","1.0","0.0015","0.0417","0.0","EUR","0.0417","Others","N","N","0.0","--","0.0"
"B07VK1LVN6","X0021OYVTR","VIVOSUN Paquete de 2 lupas Plegables iluminadas de 30X 60X con luz LED para Joyas, Gemas, Relojes, Monedas, Sellos, Antiguos, Color Negro","'MAD7'","ES","9.3","8.0","6.4","centimeters","0.17","kilograms","5.0E-4","cubic meters","Standard-Size","0.37","0.0","2.0E-4","2026-04","14.4","weeks","27.54","0.0","0.37","2.0E-4","0.0048","0.0","EUR","0.0048","Others","N","N","0.0","--","0.0"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Negro","'MAD7'","ES","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","2.0","0.0","0.0025","2026-04","14.4","weeks","27.54","0.0","2.0","0.0025","0.0691","0.0","EUR","0.0691","Others","N","N","0.0","--","0.0"
"B09SZ9VS93","X00247HY3B","VIVOSUN Alfombra Calefaccional para Plantulas 25x52cm con Controlador de Temperatura Integrado, Manta Termica Planta Impermeable Certificada UL & Met para Hidroponia, Crianza y Invernaderos","'MAD7'","ES","26.7","7.2","6.9","centimeters","0.46","kilograms","0.0013","cubic meters","Standard-Size","0.93","0.0","0.0012","2026-04","14.4","weeks","27.54","0.0","0.1","1.0E-4","0.0329","0.0","EUR","0.0329","Others","N","N","0.0","--","0.03"
"B0D8PQQWM3","X00276V1V5","VIVOSUN GrowCam C4, Cámara Inteligente WiFi 2K QHD para Tienda de Cultivo y Caja de Cultivo Inteligente VGrow, Lapso de Tiempo, Visión Nocturna, Almacenamiento de Tarjetas SD, Audio Bidireccional","'MAD7'","ES","10.6","9.4","6.2","centimeters","0.28","kilograms","6.0E-4","cubic meters","Standard-Size","25.13","0.0","0.0155","2026-04","14.4","weeks","27.54","0.0","25.07","0.0155","0.4265","0.0","EUR","0.4265","Others","N","N","0.0","--","0.07"
"B07RBL1XJV","X002F0MTB9","VIVOSUN Paquete de 2 Vasos LED para Sala de Cultivo Hidropónico de Interior con Estuche para Gafas","'MAD7'","ES","18.1","17.5","6.5","centimeters","0.24","kilograms","0.0021","cubic meters","Standard-Size","1.0","0.0","0.002","2026-04","14.4","weeks","27.54","0.0","0.97","0.002","0.0548","0.0","EUR","0.0548","Others","N","N","0.0","--","0.03"
"B0FB8MD9WM","X002BH0QWZ","VIVOSUN LumaLight Lámpara LED 150 W de Cultivo, Espectro Completo para Plantas, Smart Regulable y Alto PPFD para Plantas de Interior, Plántulas, Hortalizas y Floración","'MAD9'","ES","38.61","38.61","7.62","centimeters","2.86","kilograms","0.0114","cubic meters","Oversize","5.0","0.0","0.0568","2026-04","20.5","weeks","21.78","0.0","5.0","0.0568","1.24","0.0","EUR","1.24","Others","N","N","0.0","--","0.0"
"B01DXYMBU6","X001VZSIFF","VIVOSUN Filtro de Carbón Activo 100mm | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'OVD1'","ES","34.29","19.7","19.2","centimeters","2.71","kilograms","0.013","cubic meters","Standard-Size","1.0","0.0","0.013","2026-04","14.4","weeks","27.54","0.0","1.0","0.013","0.3572","0.0","EUR","0.3572","Others","N","N","0.0","--","0.0"
"B08M3G5TH3","X001VZST45","VIVOSUN Filtro de Carbón Activo 100mm Negro | con Prefiltro, Brida Reversible y Carbón Australiano | Control de Olores para Tentes de Cultivo, Ventiladores en Línea y Cultivo Interior","'OVD1'","ES","34.6","20.5","19.3","centimeters","2.68","kilograms","0.0137","cubic meters","Standard-Size","0.77","0.0","0.0105","2026-04","14.4","weeks","27.54","0.0","0.77","0.0105","0.2891","0.0","EUR","0.2891","Others","N","N","0.0","--","0.0"
"B01EWH83FU","X001W1EEP1","VIVOSUN Tijeras de Jardín 17cm Tijeras de Plantas con Mangos Ergonomicos Tijeras de Poda con Cuchillas Rectas y Revestimiento Antiadherente Titanio Tijeras para Rosas Naranja, 1 Paquete","'OVD1'","ES","21.5","7.1","1.3","centimeters","0.07","kilograms","2.0E-4","cubic meters","Standard-Size","79.4","0.0","0.0156","2026-04","14.4","weeks","27.54","0.0","78.63","0.0156","0.4298","0.0","EUR","0.4298","Others","N","N","0.0","--","0.77"
"B07VK1LVN6","X0021OYVTR","VIVOSUN Paquete de 2 lupas Plegables iluminadas de 30X 60X con luz LED para Joyas, Gemas, Relojes, Monedas, Sellos, Antiguos, Color Negro","'OVD1'","ES","9.3","8.0","6.4","centimeters","0.17","kilograms","5.0E-4","cubic meters","Standard-Size","0.1","0.0","0.0","2026-04","14.4","weeks","27.54","0.0","0.07","0.0","9.0E-4","0.0","EUR","9.0E-4","Others","N","N","0.0","--","0.03"
"B0CMYX2H9Q","X0023L9EWR","VIVOSUN Ventiladores de Pinza Oscilantes AeroWave D4 10cm para Cultivo, 3 Velocidades, Flujo de Aire Fuerte y Silencioso, Ángulo Ajustable, Color Negro","'OVD1'","ES","14.1","12.7","7.01","centimeters","0.29","kilograms","0.0013","cubic meters","Standard-Size","6.57","0.0","0.0081","2026-04","14.4","weeks","27.54","0.0","6.47","0.0081","0.2236","0.0","EUR","0.2236","Others","N","N","0.0","--","0.1"
